MSMB,FBP2,LINC00992,NLRP4,PRSS8,CPA6,CAMP,SDR16C5,CCDC85A,KCNQ1OT1,VWCE,ABCA9,CFAP91,SPTBN2,KCNJ2,WNT9A,CASP5,TMEM132B,ACOD1,MYOCD,CLASS
1.185561882,1.624065476,1.569565297,1.170508437,1.323136608,1.274832332,2.95468379,1.825750176,2.488817223,2.325880678,3.045942514,3.248039852,2.678443117,2.289773929,4.585570652,4.395352607,2.945247655,1.923992275,1.361198208,7.932613871,1
10.50440637,1.492806254,1.358453531,1.45433369,1.648110166,1.293553581,2.091110993,5.65910837,2.306320707,2.025031699,3.892901716,2.369469767,3.743307174,1.908081872,5.562205352,3.010246473,2.929206933,2.007928279,1.501209201,3.533267311,1
1.267464829,1.830213393,1.576005553,5.907911406,1.400694145,1.767758587,5.324674437,1.712793605,2.176036137,2.384725492,2.60026839,1.788608404,2.267144148,2.088440255,3.485818851,2.134396801,2.349572567,3.976737893,1.47506762,4.291958992,1
1.220696864,1.918912579,1.197833651,1.164799413,1.272032402,1.164404863,4.201155339,1.354847263,2.218137172,2.387426167,2.602792377,2.437701546,1.860013795,2.03216912,7.05767286,2.203324999,2.465147966,2.140526221,1.929195485,1.711107486,1
1.280673325,1.85583542,1.42720358,1.373502984,1.267322137,1.278302429,3.362530675,1.729795544,2.355021043,2.22390653,4.228870682,1.841278224,2.451994056,2.207550686,2.822695275,2.373054752,2.330222491,1.953100537,1.623738666,5.774284317,1
1.185607519,7.215661358,1.62368681,5.610783482,1.130192378,1.06019086,5.752860395,2.026562536,2.576435224,2.464331634,2.330921989,2.908715985,2.59276322,2.032914892,7.428659706,2.175845945,2.625849037,8.142022845,1.248050522,1.369447591,1
1.292177374,1.747679755,1.629518298,2.009751616,1.352908877,1.389685288,4.387442528,1.9202228,2.329232134,2.18109872,3.518553208,2.614346197,2.053762868,1.812204297,5.566518683,2.982726383,3.160557853,1.935045505,2.014523219,4.775159946,1
1.247928669,1.656004733,1.606591759,3.575019611,1.402868508,1.297499238,4.895306022,1.681350077,2.289944086,2.319748898,2.632325726,1.88618096,2.464804587,2.203017599,4.98779974,1.924149819,2.10067827,1.975351017,1.162362155,1.71064785,1
1.28164214,5.672650709,1.800194704,8.513962233,1.427296632,1.179264538,3.13928658,1.862097898,2.433137896,2.098424525,2.709789567,3.005244368,2.121672651,1.951036543,3.448469375,2.766856112,2.652513118,2.336422004,1.641542618,1.49705826,1
1.203294933,1.470613662,1.393729091,1.17177333,1.421842222,1.388171592,4.054800122,1.98391405,2.487790685,2.463515843,3.397312904,1.659286435,2.203638999,2.204536376,4.815799285,2.562149139,3.414843379,2.10720015,1.29342091,5.539608704,1
1.106666765,5.432706326,3.161774565,1.140811664,1.363988299,1.471745628,4.132348523,1.529975344,2.052952327,2.241374709,2.01282164,3.088501983,2.223525043,1.973093575,2.520585316,2.782879165,1.803080685,8.027721343,1.280067856,1.570299161,1
1.218782864,1.533472624,1.133787086,7.898453789,1.273079236,1.275492377,4.740391115,4.457431974,2.082155836,2.705307344,2.4115287,1.82522962,2.179225193,1.908006816,3.192949066,2.143246713,2.45315542,2.09426241,1.355656598,1.932659131,1
1.339467104,1.525265674,1.11196702,8.32898243,1.449052997,1.264655474,4.531920726,1.747075124,2.3065635,2.1232601,2.47306394,2.127537219,2.501081377,2.146418861,3.81835011,1.867224287,2.220658937,2.246050331,1.398339991,1.530942972,1
1.533652464,1.359050254,1.57205168,2.538441212,1.083161499,1.481075506,2.416070208,2.142012336,2.365801969,2.015924254,2.558856829,2.317010436,2.143694935,2.129456974,4.364045998,2.018783381,2.336631174,2.675684892,1.20840597,1.595304721,1
0.975830477,1.828570504,1.715068454,1.822178332,1.289089289,1.349472239,2.825354665,1.547122454,2.004135585,2.066350463,2.402557486,2.036465176,2.492296407,2.035120636,8.331532112,2.135385294,5.033841715,2.010507841,1.963105251,1.822264639,1
1.242380182,1.980604554,1.28985179,1.261469357,1.360011373,1.448087262,4.015109511,1.747255695,2.168679395,2.251220122,2.610461809,2.24160615,2.499065667,2.084976476,4.870000715,1.87170371,3.163139041,1.818585167,1.412325474,2.253529366,1
1.463510158,1.749122569,1.530680467,1.374950549,1.300757103,1.23502929,2.963636067,1.325695776,2.548648624,2.607685333,5.238737748,2.927784907,2.551545072,2.092570158,3.928089645,3.436961795,3.106851877,1.91036669,1.377047158,1.659834617,1
1.285944114,1.508551526,1.614531914,0.852949131,1.318079931,1.158454173,2.33999831,1.487873134,2.154723653,1.800227737,2.96446869,2.767459884,2.6656332,2.043825299,6.612698813,2.424453642,3.14262103,2.234045805,2.362502905,1.546131783,1
1.09486805,2.014095929,1.437453972,5.437592514,1.524444061,1.444503137,3.676116751,1.521707307,2.514769456,2.293179316,3.615534452,2.637051422,2.325153515,2.300520701,4.174816843,2.106862933,2.861163166,1.834706878,1.554135852,1.304798601,1
1.236736555,1.932087604,1.316139014,1.160139688,1.498892385,1.009828869,2.492414434,1.37481551,2.368777791,2.179783991,2.502271813,1.860490954,2.387410946,2.270520557,8.111647053,1.765792715,3.867179196,1.860439083,3.469406407,1.871763363,1
1.290192385,1.69441689,1.337533292,5.565298134,1.245743142,1.251234653,4.798055283,2.364900165,2.002727177,2.110118077,2.48002749,1.918421002,2.240209523,2.020258567,3.733077693,2.095165111,2.212451044,3.521220902,1.328158277,1.521457055,1
1.601349506,1.698471949,1.598170705,1.245399061,1.415169427,1.382793969,3.729168422,4.20261816,2.40025348,2.022177413,2.964587483,1.801116589,2.694039064,2.20843621,6.276700077,2.219078945,3.991193778,1.842368344,1.505182949,2.017503737,1
1.327213692,1.559829219,1.34362622,1.529445803,1.151768224,1.248103776,1.890960793,1.773365714,2.053012002,1.847279429,2.461525961,2.466825239,4.052185416,2.170368793,6.632287146,2.351492586,3.093135346,3.025639242,1.719323896,2.066780642,1
1.120748383,1.783439335,1.170904819,1.10737676,1.574393834,1.481850757,2.278727841,1.553205602,2.062550308,2.307138285,4.901845859,2.073164075,2.468897636,2.121207753,3.698297755,2.209852337,2.131787883,2.033296766,1.469031974,1.353645789,1
1.218448775,2.191117699,1.228537684,3.14877954,1.494210566,1.322362366,3.253437869,1.727631595,2.587274055,2.146382011,4.02208465,2.460152686,2.327318488,2.164718873,5.57984934,2.232203761,3.565578743,2.14048329,4.159424538,2.070294931,1
1.255172896,1.745229708,1.16221815,1.3445507,1.268966719,1.278812946,4.174379658,1.551914141,1.74890234,2.292478417,2.7827015,2.787233749,2.388305612,2.039868374,5.113961477,2.511621286,3.179148057,1.521838459,1.700374046,4.621351954,1
1.014673808,1.874364275,1.509922247,2.633498731,1.312902218,1.429181175,8.636820116,1.852714767,2.23203358,2.05442082,3.142865845,1.852452924,2.24699277,2.263839927,2.990099206,1.910347702,2.747130569,1.790991359,0.993341311,1.961339517,1
1.541748429,2.156727573,1.418713379,1.567936216,1.584479916,1.112512072,1.886978045,1.474034454,2.496853385,2.514744137,3.58508624,1.80848822,2.534395829,2.414235301,1.954638557,3.337305942,3.214567421,2.114704894,1.589609802,1.668211929,1
1.37176063,1.707602578,1.549204674,1.884175311,1.318040272,1.179545691,7.351824187,1.60246087,2.193567126,2.218166596,4.796335613,2.543777251,2.490780286,2.206472712,6.442645725,2.637152815,3.630187122,2.176717356,2.268551405,3.104422498,1
1.413515469,1.836813486,1.396801416,1.094219036,1.271393857,1.44044963,2.727548097,1.443523416,2.225643835,2.319583989,3.862218055,2.426347473,2.52114795,2.220339659,6.987180273,3.231354346,4.082790961,2.144131626,3.50940906,7.949514378,1
1.344306418,1.536244096,1.417053765,1.298814987,1.180100487,1.207602455,2.433888049,2.11925692,2.092480019,2.490168735,2.711445733,1.912969079,2.480733438,1.999793447,5.523191065,2.252824084,2.468238645,1.975246342,1.188310357,1.71521879,1
1.218075983,1.529204353,1.406925902,1.324829567,1.372381949,1.337006984,2.328153685,1.663551683,2.265797177,2.046113299,2.259070684,2.174696262,2.616721678,2.243276563,2.337797259,1.994294582,2.454739682,1.87302028,1.458297366,1.631422755,1
1.241555544,2.771616166,1.390674229,5.409499077,1.285901363,1.455941327,2.163458551,1.465479842,2.283277816,2.1715741,2.367813337,2.112762435,2.347682333,2.035809424,3.040045693,2.08857079,2.24782198,1.902517981,1.447431771,1.370932217,1
1.168362056,1.630881897,1.460081825,1.339595437,1.371244215,1.313420646,2.403520423,1.721206969,1.920316097,2.129421297,2.557900425,1.824593334,2.535978755,2.123372372,5.537838514,2.406840266,2.921608532,1.997849021,1.27578875,1.615705128,1
1.322810638,1.602238944,1.358289547,1.240850965,1.119732262,1.010125878,2.30663906,1.869951467,2.177663888,2.619479604,3.623990327,2.881098347,2.100245136,1.971599037,3.820083908,3.366634256,2.282950039,2.038529985,1.305122521,2.624755446,1
